dataset,regime,seed,proxy_size,left,right,run_id_left,run_id_right,input_file_left,input_file_right,student_test_accuracy_left,student_test_accuracy_right,delta_student_test_accuracy,student_test_nll_left,student_test_nll_right,delta_student_test_nll,contrast
cifar,alpha0p1,44,100,feddf_prob,supervised_proxy_ce,0d55d4abf0a9e545,32f68ec1925440db9cabf3ee078a8438df26b658587de1040cdf76a952e07ae3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.3371,0.3229,0.01419999999999999,2.047222545051574,2.986520663070679,-0.9392981180191047,feddf_prob − supervised_proxy_ce
cifar,alpha0p1,44,500,feddf_prob,supervised_proxy_ce,1e6995945bc1d9f7,aa3db1f22e84b901e59edcce5f009d15815887a6c7b9c6dd0debe41e58138b51,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.4344,0.4684,-0.033999999999999975,1.6503480741500856,2.260470207977295,-0.6101221338272096,feddf_prob − supervised_proxy_ce
cifar,alpha0p1,44,1000,feddf_prob,supervised_proxy_ce,6deda874bc51c9d6,5f7d74246d0e567e82f2ee2f096e75b7a55bb28a0408f99c1b8263bd37d2ab3d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.4852,0.5453,-0.06009999999999999,1.4961219898223876,2.0318697334289557,-0.5357477436065681,feddf_prob − supervised_proxy_ce
cifar,alpha0p1,44,5000,feddf_prob,supervised_proxy_ce,8b05c26c91f474a6,81888981caf8bf3e9cae0c2e32c58d8c1bd65fcfbc2b6c702cc9ec3ee3e93350,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.54,0.7269,-0.18689999999999996,1.3812919183731078,1.2266300662994385,0.15466185207366934,feddf_prob − supervised_proxy_ce
cifar,alpha0p1,44,10000,feddf_prob,supervised_proxy_ce,be2a4d0042b5c205,40406ef0ff2512ec401c531613c69f7a80085603c57c26621d5970bf58eee3a5,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.5498,0.7871,-0.23730000000000007,1.2852645374298095,0.864531807231903,0.42073273019790647,feddf_prob − supervised_proxy_ce
cifar,iid,42,100,feddf_prob,supervised_proxy_ce,161c0fe2631b90d8,3190d167404745bc509343a87d34eebe5d3b6ac0d91cf99f6dacd194f80e27d2,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.4195,0.3383,0.0812,1.816007500457764,2.8901977760314943,-1.0741902755737303,feddf_prob − supervised_proxy_ce
cifar,iid,42,500,feddf_prob,supervised_proxy_ce,d9da2a5101879d71,8588a035240f3e55cc608d8502f0a5dd28526507f2be33057aec4d53bba595af,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.5908,0.4602,0.1306,1.175728818511963,2.269878453063965,-1.0941496345520019,feddf_prob − supervised_proxy_ce
cifar,iid,42,1000,feddf_prob,supervised_proxy_ce,ba00f4c40a49a340,25c35af941cbfc761e2daf27bb6e78580600ef827a220c61f0fe1b57cab972c3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.6571,0.5467,0.11040000000000005,1.0042371140480042,1.8780779983520508,-0.8738408843040466,feddf_prob − supervised_proxy_ce
cifar,iid,42,5000,feddf_prob,supervised_proxy_ce,f24dd5ae67adc533,d7c5b54faf0ee7155969a97c2e17988830842bfd5ed7ccfda682067a4aaeb488,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.7519,0.7269,0.025000000000000022,0.729330636548996,1.178120182800293,-0.44878954625129697,feddf_prob − supervised_proxy_ce
cifar,iid,42,10000,feddf_prob,supervised_proxy_ce,a00f0c26cb8bbcde,86df58e23b62e62d03cb117d777ae2877b2827b4e3f6545b30ce0f318f774c5d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.7522,0.7938,-0.04159999999999997,0.7609709712982178,0.8560695510864258,-0.09509857978820802,feddf_prob − supervised_proxy_ce
cifar,iid,43,100,feddf_prob,supervised_proxy_ce,9fc4c32a614bef9f,f0d05d7d758b709ca01be4ebab7177c8e819a1f7561e33f01c01c46e980675ac,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.4154,0.3285,0.08689999999999998,1.7506819894790648,3.044557247543335,-1.29387525806427,feddf_prob − supervised_proxy_ce
cifar,iid,43,500,feddf_prob,supervised_proxy_ce,047c6e2197a1a64c,450e462119cb17304e21faa68f811d1e5c52cf02f38f316c95121c157a695aa9,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.5933,0.4772,0.11610000000000004,1.1358518614768982,2.2077495231628417,-1.0718976616859435,feddf_prob − supervised_proxy_ce
cifar,iid,43,1000,feddf_prob,supervised_proxy_ce,efe6df193fed023b,b53329337dec2e2d74ae59e1cfc8526cdac0d3c9c5e10f4306a2c2a48da5cd41,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.6563,0.5494,0.1069,0.983456910800934,2.050018885421753,-1.0665619746208188,feddf_prob − supervised_proxy_ce
cifar,iid,43,5000,feddf_prob,supervised_proxy_ce,7a0eb7b37e441dbb,c3cbb69fb5477a426c5f3fac47c6578b5e3fcb06cf655bb618f41b0df5726d2b,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.7436,0.7301,0.013500000000000068,0.7587893106460571,1.2131696081161498,-0.4543802974700927,feddf_prob − supervised_proxy_ce
cifar,iid,43,10000,feddf_prob,supervised_proxy_ce,e87c11f117ac21ff,ac4135f3c066f8e1019694dd1f0fec40ed9a2e2af237b678cbe161af161c1752,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.7615,0.7895,-0.028000000000000025,0.6973574625968934,0.9055568433761596,-0.20819938077926625,feddf_prob − supervised_proxy_ce
cifar,iid,44,100,feddf_prob,supervised_proxy_ce,410032b345b6a863,32f68ec1925440db9cabf3ee078a8438df26b658587de1040cdf76a952e07ae3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.4208,0.3229,0.09789999999999999,1.7174650375366212,2.986520663070679,-1.2690556255340577,feddf_prob − supervised_proxy_ce
cifar,iid,44,500,feddf_prob,supervised_proxy_ce,3dbe23a4ca338222,aa3db1f22e84b901e59edcce5f009d15815887a6c7b9c6dd0debe41e58138b51,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.5913,0.4684,0.12290000000000006,1.1224312437057495,2.260470207977295,-1.1380389642715456,feddf_prob − supervised_proxy_ce
cifar,iid,44,1000,feddf_prob,supervised_proxy_ce,7566300fdf912b52,5f7d74246d0e567e82f2ee2f096e75b7a55bb28a0408f99c1b8263bd37d2ab3d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.6654,0.5453,0.12009999999999998,0.9382068042755128,2.0318697334289557,-1.0936629291534428,feddf_prob − supervised_proxy_ce
cifar,iid,44,5000,feddf_prob,supervised_proxy_ce,8766ca11f94b72ba,81888981caf8bf3e9cae0c2e32c58d8c1bd65fcfbc2b6c702cc9ec3ee3e93350,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.7373,0.7269,0.010399999999999965,0.7667427370071411,1.2266300662994385,-0.45988732929229736,feddf_prob − supervised_proxy_ce
cifar,iid,44,10000,feddf_prob,supervised_proxy_ce,fa2bcb5db7319c76,40406ef0ff2512ec401c531613c69f7a80085603c57c26621d5970bf58eee3a5,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.7471,0.7871,-0.040000000000000036,0.7422387187004089,0.864531807231903,-0.12229308853149412,feddf_prob − supervised_proxy_ce
cifar,single,42,100,feddf_prob,supervised_proxy_ce,4c1b1349cb254c4d,3190d167404745bc509343a87d34eebe5d3b6ac0d91cf99f6dacd194f80e27d2,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0887,0.3383,-0.2496,2.742592875289917,2.8901977760314943,-0.14760490074157717,feddf_prob − supervised_proxy_ce
cifar,single,42,500,feddf_prob,supervised_proxy_ce,984463076ecb519c,8588a035240f3e55cc608d8502f0a5dd28526507f2be33057aec4d53bba595af,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0864,0.4602,-0.3738,2.753270136642456,2.269878453063965,0.48339168357849127,feddf_prob − supervised_proxy_ce
cifar,single,42,1000,feddf_prob,supervised_proxy_ce,9f548f3ddab858f6,25c35af941cbfc761e2daf27bb6e78580600ef827a220c61f0fe1b57cab972c3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0868,0.5467,-0.4599,2.777426889801025,1.8780779983520508,0.8993488914489742,feddf_prob − supervised_proxy_ce
cifar,single,42,5000,feddf_prob,supervised_proxy_ce,1ff59df5538c42c7,d7c5b54faf0ee7155969a97c2e17988830842bfd5ed7ccfda682067a4aaeb488,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0855,0.7269,-0.6414,2.767380489349365,1.178120182800293,1.5892603065490722,feddf_prob − supervised_proxy_ce
cifar,single,42,10000,feddf_prob,supervised_proxy_ce,dcc1cd8b8d9e76db,86df58e23b62e62d03cb117d777ae2877b2827b4e3f6545b30ce0f318f774c5d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.0844,0.7938,-0.7093999999999999,2.788810957336426,0.8560695510864258,1.9327414062500001,feddf_prob − supervised_proxy_ce
cifar,single,43,100,feddf_prob,supervised_proxy_ce,a560cbbaf54822ed,f0d05d7d758b709ca01be4ebab7177c8e819a1f7561e33f01c01c46e980675ac,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0978,0.3285,-0.23070000000000002,2.5228863746643064,3.044557247543335,-0.5216708728790285,feddf_prob − supervised_proxy_ce
cifar,single,43,500,feddf_prob,supervised_proxy_ce,de7a87fcb6c144ff,450e462119cb17304e21faa68f811d1e5c52cf02f38f316c95121c157a695aa9,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.1092,0.4772,-0.368,2.491879525756836,2.2077495231628417,0.2841300025939941,feddf_prob − supervised_proxy_ce
cifar,single,43,1000,feddf_prob,supervised_proxy_ce,54c89137f10e0050,b53329337dec2e2d74ae59e1cfc8526cdac0d3c9c5e10f4306a2c2a48da5cd41,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.1062,0.5494,-0.4432,2.502758265686035,2.050018885421753,0.45273938026428207,feddf_prob − supervised_proxy_ce
cifar,single,43,5000,feddf_prob,supervised_proxy_ce,be21ad0b8c065ad1,c3cbb69fb5477a426c5f3fac47c6578b5e3fcb06cf655bb618f41b0df5726d2b,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.1173,0.7301,-0.6128,2.542888041305542,1.2131696081161498,1.3297184331893923,feddf_prob − supervised_proxy_ce
cifar,single,43,10000,feddf_prob,supervised_proxy_ce,30fad745b10be4d3,ac4135f3c066f8e1019694dd1f0fec40ed9a2e2af237b678cbe161af161c1752,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.1064,0.7895,-0.6831,2.540905977630615,0.9055568433761596,1.6353491342544555,feddf_prob − supervised_proxy_ce
cifar,single,44,100,feddf_prob,supervised_proxy_ce,aa65a1b1b32e658c,32f68ec1925440db9cabf3ee078a8438df26b658587de1040cdf76a952e07ae3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0839,0.3229,-0.23900000000000002,2.519053432846069,2.986520663070679,-0.4674672302246097,feddf_prob − supervised_proxy_ce
cifar,single,44,500,feddf_prob,supervised_proxy_ce,6e8a5f54c34916db,aa3db1f22e84b901e59edcce5f009d15815887a6c7b9c6dd0debe41e58138b51,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0794,0.4684,-0.389,2.5118703414916994,2.260470207977295,0.25140013351440427,feddf_prob − supervised_proxy_ce
cifar,single,44,1000,feddf_prob,supervised_proxy_ce,c1cbf9571ae21ed1,5f7d74246d0e567e82f2ee2f096e75b7a55bb28a0408f99c1b8263bd37d2ab3d,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0816,0.5453,-0.4637,2.517378872680664,2.0318697334289557,0.48550913925170835,feddf_prob − supervised_proxy_ce
cifar,single,44,5000,feddf_prob,supervised_proxy_ce,f3ceef25c58df1d3,81888981caf8bf3e9cae0c2e32c58d8c1bd65fcfbc2b6c702cc9ec3ee3e93350,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,0.0869,0.7269,-0.64,2.5212010726928717,1.2266300662994385,1.2945710063934333,feddf_prob − supervised_proxy_ce
cifar,single,44,10000,feddf_prob,supervised_proxy_ce,b60b5aaedfc63c0a,40406ef0ff2512ec401c531613c69f7a80085603c57c26621d5970bf58eee3a5,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_supervised_proxy.csv,0.0934,0.7871,-0.6937,2.508219227600098,0.864531807231903,1.6436874203681948,feddf_prob − supervised_proxy_ce
cifar,alpha0p1,42,100,expert_prob,feddf_prob,70198bce1d864354,75a4a7e1221099e2,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3374,0.2326,0.10479999999999998,2.6688959365844727,2.5807671783447264,0.08812875823974631,expert_prob − feddf_prob
cifar,alpha0p1,42,500,expert_prob,feddf_prob,fee8296ad0b5432a,ce30ff3f847b9f4e,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4852,0.2623,0.22290000000000004,1.8862363456726077,2.258867630004883,-0.3726312843322752,expert_prob − feddf_prob
cifar,alpha0p1,42,1000,expert_prob,feddf_prob,640c473b279cba58,e966f350c7b8770c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5653,0.2827,0.2826,1.634368112564087,2.2291786682128905,-0.5948105556488035,expert_prob − feddf_prob
cifar,alpha0p1,42,5000,expert_prob,feddf_prob,6538e442d6f29345,43b7a8f22cfffd32,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7165,0.3867,0.32980000000000004,1.239797230529785,1.798750506210327,-0.558953275680542,expert_prob − feddf_prob
cifar,alpha0p1,42,10000,expert_prob,feddf_prob,b64a38c9c8e7fb27,a9de3e3fa5f06018,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7773,0.3653,0.412,0.9024679542541504,1.8135118171691893,-0.9110438629150389,expert_prob − feddf_prob
cifar,alpha0p1,43,100,expert_prob,feddf_prob,aacc2e9cbdfe6b39,34df435b05a7e6f0,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3008,0.2978,0.0030000000000000027,3.2400988193511964,2.1451960708618163,1.09490274848938,expert_prob − feddf_prob
cifar,alpha0p1,43,500,expert_prob,feddf_prob,cffb23147110ff2a,7f9048de5aab7286,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4708,0.3852,0.08560000000000001,2.317886848449707,1.779610241317749,0.538276607131958,expert_prob − feddf_prob
cifar,alpha0p1,43,1000,expert_prob,feddf_prob,f4616d936370f02f,37ad822a7f1f62e0,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5385,0.4482,0.09029999999999999,2.1667732051849367,1.571209840965271,0.5955633642196656,expert_prob − feddf_prob
cifar,alpha0p1,43,5000,expert_prob,feddf_prob,636192297f453c5f,bd79103440c581e3,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7142,0.5267,0.1875,1.2943394300460815,1.302820938873291,-0.008481508827209439,expert_prob − feddf_prob
cifar,alpha0p1,43,10000,expert_prob,feddf_prob,1ada48c9639e6d5c,16fbdea328414ca8,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7641,0.5193,0.24480000000000002,1.0589100246429444,1.310298741722107,-0.25138871707916266,expert_prob − feddf_prob
cifar,alpha0p1,44,100,expert_prob,feddf_prob,17a3b12ed320d59b,0d55d4abf0a9e545,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.3495,0.3371,0.012399999999999967,3.045626753997803,2.047222545051574,0.9984042089462286,expert_prob − feddf_prob
cifar,alpha0p1,44,500,expert_prob,feddf_prob,62fac68a30ab80af,1e6995945bc1d9f7,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4866,0.4344,0.05219999999999997,2.158435578918457,1.6503480741500856,0.5080875047683715,expert_prob − feddf_prob
cifar,alpha0p1,44,1000,expert_prob,feddf_prob,9c42badf74541a9b,6deda874bc51c9d6,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.573,0.4852,0.08779999999999993,1.8581805570602417,1.4961219898223876,0.362058567237854,expert_prob − feddf_prob
cifar,alpha0p1,44,5000,expert_prob,feddf_prob,135b677b080bf767,8b05c26c91f474a6,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.6824,0.54,0.14239999999999997,1.4451084125518798,1.3812919183731078,0.063816494178772,expert_prob − feddf_prob
cifar,alpha0p1,44,10000,expert_prob,feddf_prob,37aeec9803de227f,be2a4d0042b5c205,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7497,0.5498,0.19990000000000008,1.1247953678131104,1.2852645374298095,-0.1604691696166991,expert_prob − feddf_prob
cifar,iid,42,100,expert_prob,feddf_prob,da7b6ec3376d2c08,161c0fe2631b90d8,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4146,0.4195,-0.00489999999999996,1.9504141399383543,1.816007500457764,0.13440663948059028,expert_prob − feddf_prob
cifar,iid,42,500,expert_prob,feddf_prob,54137279e4a9b224,d9da2a5101879d71,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5777,0.5908,-0.0131,1.228393250656128,1.175728818511963,0.05266443214416494,expert_prob − feddf_prob
cifar,iid,42,1000,expert_prob,feddf_prob,b94ba5ca2553bfc5,ba00f4c40a49a340,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.6417,0.6571,-0.01539999999999997,1.0688322467803957,1.0042371140480042,0.06459513273239148,expert_prob − feddf_prob
cifar,iid,42,5000,expert_prob,feddf_prob,8dfd89bf4b4933ff,f24dd5ae67adc533,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7404,0.7519,-0.011500000000000066,0.8116266550064087,0.729330636548996,0.08229601845741275,expert_prob − feddf_prob
cifar,iid,42,10000,expert_prob,feddf_prob,b25818fe5626557a,a00f0c26cb8bbcde,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_baseline.csv,0.7475,0.7522,-0.0046999999999999265,0.8006440430164338,0.7609709712982178,0.03967307171821599,expert_prob − feddf_prob
cifar,iid,43,100,expert_prob,feddf_prob,54be8f024e49d19e,9fc4c32a614bef9f,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.4027,0.4154,-0.012699999999999989,1.8994731769561768,1.7506819894790648,0.14879118747711195,expert_prob − feddf_prob
cifar,iid,43,500,expert_prob,feddf_prob,f49202f7a420bfc2,047c6e2197a1a64c,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.5822,0.5933,-0.011099999999999999,1.193147322845459,1.1358518614768982,0.057295461368560785,expert_prob − feddf_prob
cifar,iid,43,1000,expert_prob,feddf_prob,afeee36440d91f3c,efe6df193fed023b,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.6511,0.6563,-0.005199999999999982,1.0283697640419007,0.983456910800934,0.04491285324096672,expert_prob − feddf_prob
cifar,iid,43,5000,expert_prob,feddf_prob,7a4195884a26de7f,7a0eb7b37e441dbb,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_expert_prob.csv,/home/roi/PycharmProjects/KD_v5/OUTPUTS/article1_v3/results_proxy_size_feddf_prob.csv,0.7328,0.7436,-0.010800000000000032,0.8376020664215088,0.7587893106460571,0.07881275577545166,expert_prob − feddf_prob
